id,user_type,country,sector,energy_usage_kwh,transport_emissions_kg,diet_impact,carbon_offset_tons,renewable_energy_percentage,policy_incentives,emissions_tons,timestamp
1107,Industry,Germany,Residential,33263.22552,99.65612114,High,1.941938161,100,0,16.77339151,1642223851
1108,Individual,USA,Power,23003.80115,199.4193735,Medium,7.673209348,50,1,24.67638531,1661453782
1109,Individual,India,IT,23745.81192,147.2001598,Medium,8.461651456,0,0,76.3778969,1625504141
1110,Business,Germany,Transport,10533.49122,69.62649419,Medium,7.189546124,100,1,14.11452763,1610132156
1111,Individual,Brazil,Transport,43867.91986,69.8779485,Low,9.101812112,50,0,52.27728113,1620085103
1112,Individual,USA,IT,17307.38814,50.2044633,High,6.865377315,25,1,22.14051817,1640497069
1113,Industry,India,Agriculture,28632.9356,185.7142993,Low,5.779586184,50,1,71.62885498,1661402162
1114,Individual,USA,IT,12842.20652,18.16307689,High,7.484457065,0,1,48.27100606,1616625065
1115,Industry,Brazil,IT,31813.46022,122.8118836,Low,8.678350195,100,0,65.2732295,1668463951
1116,Individual,UK,Manufacturing,2022.771225,25.90898292,Low,1.613913987,100,0,49.23231267,1619465640
1117,Industry,India,Residential,40877.86908,56.75759885,High,1.665329379,100,1,6.119313099,1652322648
1118,Business,UK,Residential,37862.35911,112.0043313,Low,1.479576543,50,1,75.10085824,1628516351
1119,Business,UK,Agriculture,36187.70134,9.343420148,High,7.974748277,75,0,51.82836829,1616078208
1120,Industry,UK,IT,24249.57673,13.75545056,Medium,0.956153708,75,0,12.59915727,1616994402
1121,Individual,USA,Residential,29547.43177,172.6482419,Low,7.643840341,0,1,71.72143907,1620360385
1122,Business,China,IT,33752.54013,139.0271846,Medium,3.801815452,75,0,83.26362627,1655139834
1123,Individual,Brazil,Agriculture,35161.75131,155.4063322,Low,8.185447707,75,1,27.13228559,1669156179
1124,Business,Brazil,IT,5443.135628,60.94917793,Low,3.992491832,25,1,77.04533702,1613725874
1125,Business,China,IT,44419.41154,49.38125622,High,3.375378315,100,0,9.145661138,1659714415
1126,Industry,UK,Agriculture,2781.995095,92.13546501,High,8.308277246,100,1,14.6249368,1640310927
1127,Industry,UK,IT,28601.32209,54.2111409,Medium,8.261102008,25,0,6.957204882,1665108034
1128,Business,India,IT,3666.288129,7.456763033,Low,0.810460702,100,0,95.65106599,1629934771
1129,Industry,USA,Power,44062.28423,81.89277217,Medium,7.718346621,75,0,51.66421805,1644824937
1130,Industry,Brazil,Residential,17731.33645,174.5938571,Medium,1.17273393,100,1,61.45148857,1654047691
1131,Business,UK,Residential,29190.26512,27.36149246,Low,8.993505616,25,1,15.75491027,1645523433
1132,Individual,Brazil,Manufacturing,2822.774576,52.03752547,Medium,2.159660509,0,1,37.84436746,1641494241
1133,Individual,Brazil,Residential,18800.43433,101.0467099,Medium,8.661494614,0,0,88.57502294,1613211911
1134,Individual,China,Power,1370.926509,149.7482429,Medium,9.957635916,75,1,57.04617095,1636268368
1135,Industry,UK,Manufacturing,49699.20956,165.2112739,Low,7.155280423,75,0,9.693420386,1613789979
1136,Industry,USA,IT,5472.639727,1.771075784,High,5.987075979,100,0,29.47231956,1636757995
1137,Individual,USA,Agriculture,27070.80508,22.15079735,Medium,8.539886626,50,0,84.74025229,1651215078
1138,Business,Brazil,Transport,5007.375137,192.0754899,Medium,0.013287846,0,1,78.14477251,1622587217
1139,Individual,Germany,Power,24615.97066,6.327674101,Medium,3.026343148,25,0,66.37444382,1669655794
1140,Individual,Germany,IT,24652.54374,152.4884513,Low,8.948592318,25,0,75.85185354,1649556714
1141,Individual,India,Agriculture,5222.65453,146.426379,Medium,2.901357159,75,0,75.13049447,1641781049
1142,Business,UK,Power,31353.90594,24.2613773,Low,2.993487706,50,0,13.00604308,1653363289
1143,Individual,China,Manufacturing,24181.69578,68.34977509,Medium,2.595442408,100,1,2.125675442,1623937506
1144,Individual,USA,Transport,4671.16502,57.09509828,Low,8.462921994,0,1,51.05583393,1631498841
1145,Individual,China,Residential,17907.578,133.3893195,High,1.66529186,100,0,19.72440822,1654739506
1146,Business,China,IT,35175.04287,31.33962862,Low,6.0277425,25,1,88.02615486,1650873905
1147,Industry,USA,Transport,20321.85401,0.858468316,Medium,2.811023442,25,1,62.77380867,1654449720
1148,Industry,India,Transport,27989.46311,12.81339248,High,6.189628498,100,0,31.73398173,1619430994
1149,Individual,Germany,Transport,48583.82149,36.85918427,Low,2.077667157,50,1,58.8688021,1659066588
1150,Individual,USA,Agriculture,36479.6698,55.06485009,Low,6.420261412,25,0,37.56860101,1627702782
1151,Industry,UK,Manufacturing,31702.04381,74.87311361,Low,1.775579281,75,1,62.5390345,1632329410
1152,Industry,India,Manufacturing,20185.44598,105.7836569,Medium,9.163957871,100,0,8.756361688,1666717295
1153,Individual,China,Manufacturing,39256.89323,154.1919218,Low,1.216844576,100,0,65.70389491,1616551301
1154,Industry,Germany,Transport,544.6355716,75.77303386,Medium,8.749219172,75,1,17.75711899,1618602133
1155,Business,India,Power,42529.32192,70.98708035,Medium,8.165432798,75,0,82.97746783,1636832890
1156,Industry,Germany,Manufacturing,49901.33119,117.6298769,Low,6.598287523,50,1,54.08950593,1661432637
1157,Industry,UK,IT,19364.08423,153.441743,Medium,5.265209796,0,1,96.99433604,1666059020
1158,Business,Germany,IT,32220.74645,181.0321615,Low,1.149498687,75,1,72.03331016,1667911977
1159,Individual,UK,Manufacturing,12784.08685,191.1116844,Low,0.558484261,25,0,22.77538256,1653978349
1160,Business,UK,IT,35499.00992,191.3208235,Medium,9.13572826,0,0,11.90164335,1655198416
1161,Business,Brazil,Residential,34066.7592,108.9615303,Low,0.560466649,75,1,55.5919019,1657707462
1162,Individual,India,IT,20235.22968,3.952850542,Medium,6.6464399,0,1,55.30324649,1645925563
1163,Industry,China,IT,22748.34997,103.4124968,High,0.993876145,25,0,36.65630334,1667118925
1164,Business,India,IT,11294.41559,82.39912408,Low,4.617732206,75,0,43.7877155,1613160642
1165,Business,Brazil,Transport,880.484899,103.8256279,High,2.271920358,25,1,41.24285532,1631609941
1166,Business,Brazil,Transport,40563.58159,195.5049725,Low,8.929845018,100,0,27.8292803,1624297531
1167,Business,USA,Transport,33612.16383,24.21252115,Low,8.809974046,75,1,32.1378861,1625555146
1168,Industry,UK,Transport,15709.14295,153.2450825,Low,0.78187709,100,1,58.03422582,1641449519
1169,Individual,China,Manufacturing,32459.16953,71.21821924,High,3.456696437,50,1,55.631535,1625402993
1170,Individual,China,IT,11130.52855,130.9485822,Medium,4.355212784,25,1,85.37293761,1639315441
1171,Business,USA,Agriculture,48420.48737,145.2123423,Medium,2.535758709,100,0,62.65080257,1655190420
1172,Individual,China,Residential,3699.198033,83.54991718,Low,2.843198286,75,0,46.52060436,1660908222
1173,Individual,Brazil,Residential,16223.86862,150.3620027,Low,9.476360605,75,1,26.54581227,1650667232
1174,Individual,Brazil,IT,36809.10497,180.6301177,Medium,5.490435691,50,0,69.49193676,1622435351
1175,Industry,UK,Transport,39947.46573,55.25372542,Medium,8.511606626,0,1,95.81866542,1625841083
1176,Business,USA,Transport,43816.1129,145.1113329,Medium,3.966826046,25,0,85.88237564,1636318009
1177,Individual,China,Agriculture,21409.75481,180.970644,Low,2.654923904,75,0,58.8532293,1611831462
1178,Individual,China,Transport,12870.57086,112.5104033,High,9.8248051,0,1,80.68215397,1666562135
1179,Individual,India,Power,13981.90745,3.312164569,Low,9.653947155,25,0,9.388490244,1643917878
1180,Business,USA,Residential,14102.40533,136.2288234,Medium,3.904551782,50,0,46.75074772,1616296683
1181,Industry,India,Residential,2865.159311,10.85005073,Low,8.76512116,50,1,33.5401629,1656925255
1182,Individual,UK,IT,1833.980963,39.58500115,Low,0.431902339,0,0,31.55400896,1624171418
1183,Business,India,Power,19755.43774,137.7033653,Medium,6.950416603,75,0,45.10901838,1653795359
1184,Individual,Germany,Agriculture,1160.046198,10.63436318,Low,6.873491097,75,1,4.112069345,1672213706
1185,Individual,USA,Agriculture,27072.04749,33.04390169,Low,4.36170114,75,0,19.1901195,1665315872
1186,Individual,USA,IT,12892.16123,135.1524417,Medium,2.054989976,75,0,90.54076075,1642903227
1187,Individual,Brazil,Manufacturing,11940.98241,128.0243323,Low,2.508661056,25,1,49.40036001,1667305303
1188,Business,Germany,Manufacturing,45806.49242,168.8472747,Medium,9.183130173,100,0,56.33531641,1653021942
1189,Business,Germany,Manufacturing,4675.099707,52.4338675,Medium,6.792787843,0,1,30.52419674,1640974064
1190,Individual,USA,Manufacturing,1444.148058,110.406146,Medium,2.399271705,50,1,79.71827049,1632867597
1191,Industry,India,IT,49593.39172,26.40786677,Low,3.251858603,50,1,91.15062859,1613182738
1192,Business,USA,Power,22067.75175,25.97710312,Medium,0.172447672,25,1,76.61640688,1662706694
1193,Individual,USA,Manufacturing,37241.47221,34.3616914,Low,9.586493401,25,0,1.184143004,1654996531
1194,Individual,China,Residential,2856.667168,83.25876914,High,7.12954856,0,0,33.7609932,1621689554
1195,Business,USA,Residential,27237.26075,107.751359,Low,5.099570273,50,1,93.72155954,1623243670
1196,Business,UK,Manufacturing,19106.26148,118.6964771,Low,7.169234561,50,0,34.36559544,1659062211
1197,Industry,Brazil,Agriculture,37245.87799,182.7561265,High,9.984959782,0,1,15.00678381,1626630969
1198,Industry,UK,Power,13760.24318,74.91713004,Medium,3.610263905,75,1,62.47146735,1612859124
1199,Individual,Germany,Power,163.7605179,113.9349937,Medium,1.553397356,25,1,21.56363561,1645089770
1200,Individual,Germany,Agriculture,40309.34179,93.92712786,High,7.864234085,100,0,37.14176803,1653659987
1201,Industry,USA,IT,9902.646828,199.8199896,Medium,9.998464034,75,1,67.89353135,1610492779
1202,Business,China,Manufacturing,23313.96493,109.4242786,Medium,5.295380784,0,0,64.56080557,1625802653
1203,Business,India,Power,35818.12982,166.4942655,High,2.074367051,100,1,36.77173353,1669616341
1204,Individual,India,Residential,31139.18975,74.59647056,Low,4.104993949,0,1,69.52773301,1657103951
1205,Industry,UK,Agriculture,22379.95006,5.808676624,Medium,8.648591872,100,0,67.4972058,1654796516
1206,Business,China,Residential,24963.73933,63.31343699,Low,3.255416791,50,0,74.76290904,1652191641
1207,Individual,USA,Power,32481.48661,23.12881405,Medium,0.835479906,0,0,40.19569419,1666919171
1208,Industry,USA,Transport,26837.03996,94.64185784,Low,7.717509736,100,0,34.92091976,1624971625
1209,Industry,Germany,Power,10965.66137,91.70434501,Low,3.108496086,75,0,53.49765536,1660606751
1210,Individual,UK,Manufacturing,5709.259717,124.4472028,Medium,9.821311752,25,0,43.04951366,1648985617
1211,Business,UK,Transport,35606.8758,45.90910845,Medium,3.041862568,75,0,70.01792448,1620754964
1212,Industry,UK,IT,16802.00714,81.9268706,Medium,8.577822803,100,1,66.44382835,1613870926
1213,Industry,Brazil,Agriculture,1311.314234,93.98116672,Medium,7.007604324,75,0,62.30974256,1618484455
1214,Individual,Brazil,IT,16368.97804,80.0178957,Medium,2.273774702,75,0,14.68109566,1635404202
1215,Business,Germany,Agriculture,32314.50345,5.743558997,Medium,0.107320603,75,1,6.045349786,1610478829
1216,Individual,Germany,IT,48969.47064,82.75382543,High,2.356866198,75,0,41.29787298,1644293829
1217,Industry,China,Power,22642.46454,133.7637702,High,9.874461931,50,0,35.26600269,1619476218
1218,Individual,USA,Residential,2225.034016,25.24068162,Low,5.667433757,0,1,20.59965064,1610201478
1219,Industry,USA,Transport,42070.90054,89.93633792,High,0.903184919,100,0,92.52486557,1628150862
1220,Industry,UK,Manufacturing,5430.652901,60.04924034,Medium,5.82393775,25,0,54.59737999,1609933773
1221,Individual,Germany,Power,19306.4474,85.3714427,High,6.634613859,75,0,51.47827942,1621978607
1222,Individual,UK,Residential,13795.57544,114.0860256,Low,5.7196141,75,0,78.50024539,1614373128
1223,Industry,Brazil,Power,42879.34583,169.2679868,Medium,5.083630009,25,0,88.49276514,1645975928
1224,Business,Brazil,Residential,18522.43209,83.32387644,Low,8.415940312,50,0,27.57432181,1643062431
1225,Individual,Brazil,Transport,15096.92954,104.0546716,High,4.245915646,0,1,6.972563169,1626056025
1226,Business,Brazil,Power,18825.04382,45.48993794,Low,3.238549075,0,1,59.00679851,1650961478
1227,Individual,Brazil,IT,41539.64323,165.3218531,High,7.628041014,25,0,56.04224152,1627153351
1228,Industry,India,Residential,47790.2914,59.68288609,High,3.886744151,0,0,37.39898975,1625350601
1229,Industry,Germany,Agriculture,2469.075034,11.19185349,Low,8.229071599,25,0,13.10826122,1646357062
1230,Business,India,Power,6233.488808,71.14034498,Medium,6.572377446,75,0,29.53870895,1668497326
1231,Business,India,Power,2060.971255,24.49543428,Low,5.140501669,0,0,6.173027687,1669280374
1232,Business,China,Power,21530.93633,161.2202632,Medium,9.44352923,25,1,84.37125852,1651004651
1233,Individual,China,IT,27012.10651,155.1140312,Medium,8.535934294,0,0,55.59181257,1665150183
1234,Individual,USA,Residential,45425.48761,93.63588492,Medium,0.530412755,100,0,12.54872578,1623582768
1235,Industry,Germany,Residential,25690.6379,18.12570582,Medium,4.535813984,75,0,53.55502209,1659409992
1236,Business,UK,Power,48721.7448,150.25121,High,7.236879188,25,0,68.25862224,1641369436
1237,Business,India,Power,2086.947343,126.71383,High,1.65301183,50,0,83.25328607,1657802073
1238,Industry,Germany,Transport,22573.72796,73.01093375,Low,5.798132169,75,1,96.99058185,1619167409
1239,Individual,China,Power,42482.65255,105.0269835,Medium,5.636170016,75,0,96.98249115,1654794300
1240,Individual,UK,IT,2714.263965,86.71003848,Low,8.035046187,100,1,29.69536376,1663530107
1241,Individual,Germany,Agriculture,24898.10922,54.16663721,High,1.816554802,100,0,11.09722212,1624694050
1242,Business,UK,Power,14192.3145,33.93021569,Low,1.92154375,75,0,66.32211102,1637933974
1243,Business,China,Power,40490.57941,66.9965455,Medium,3.077296986,25,0,45.59955951,1622447326
1244,Industry,USA,Manufacturing,12184.02334,92.38244089,Low,4.647369287,0,1,81.941092,1671446797
1245,Business,UK,Residential,44851.2193,103.8425675,Medium,9.514512833,50,0,52.17422448,1671314199
1246,Business,USA,Manufacturing,33395.60022,46.39341167,High,3.167504486,25,0,49.24866106,1617215847
1247,Business,India,IT,20137.61906,125.8663177,Low,0.614217787,0,0,10.57043784,1670855712
1248,Individual,Germany,Power,30477.74717,14.37229605,High,7.613823116,0,0,10.84582933,1671840551
1249,Industry,USA,Agriculture,728.0828918,76.26146327,Medium,8.800624817,100,0,46.17219647,1665226445
1250,Industry,China,Power,18144.88134,125.4423985,Medium,1.399677664,50,0,87.59245522,1649551799
1251,Industry,USA,Manufacturing,30177.83109,23.74077515,Low,9.657399919,25,0,41.18570105,1613341863
1252,Individual,UK,Residential,41392.41221,187.5088459,Low,1.175560708,25,0,64.73207139,1621414748
1253,Business,Brazil,Transport,33666.66484,154.2729794,Medium,6.900465586,75,0,64.51744601,1633306996
1254,Individual,India,Power,35079.07303,106.1423584,Medium,5.03114306,100,0,76.15244391,1612932275
1255,Industry,UK,Transport,24654.76922,15.39265842,Medium,3.940519954,0,1,99.20549363,1612705232
1256,Industry,UK,Manufacturing,36029.75799,62.22903103,High,6.579424397,0,0,41.27178345,1625166690
1257,Individual,USA,Power,36875.94252,191.2344967,Low,3.774592267,75,0,40.77053081,1651268778
1258,Industry,India,Power,11111.21516,41.4107086,Medium,4.309511203,75,1,49.34136114,1657627473
1259,Individual,Germany,Manufacturing,22958.32577,164.3724455,Low,4.891927207,75,0,32.14195506,1627474891
1260,Individual,Germany,Power,49000.33357,98.40303028,Medium,4.764236404,75,1,95.00609046,1637778969
1261,Individual,Brazil,Manufacturing,32816.21787,175.9396571,Medium,5.844537605,0,0,75.88299304,1624475555
1262,Business,Germany,Residential,15776.57421,139.1803106,Low,4.074856545,0,1,83.23391324,1615256797
1263,Business,China,Agriculture,18168.885,7.793054201,Low,4.519339611,50,1,87.43176227,1665351882
1264,Individual,Germany,IT,26356.6353,143.2074245,Low,5.535843114,50,0,94.13848828,1629065223
1265,Business,UK,Residential,48016.40175,128.2639816,Medium,1.122782373,25,1,71.58048397,1619976722
1266,Individual,Germany,Power,26779.09608,43.00258347,Medium,8.720406816,50,1,22.20474096,1634489851
1267,Individual,Brazil,Residential,45424.2779,105.7387671,High,2.34765574,25,1,59.88124866,1639231945
1268,Industry,UK,IT,13663.87357,92.51336023,Low,4.724310152,50,0,38.56322112,1658851613
1269,Business,China,Agriculture,11858.10317,9.250239354,High,3.480839106,50,0,68.57701485,1663792320
1270,Industry,China,Agriculture,7898.523989,107.1789217,Low,8.974288633,25,1,88.14523,1649695468
1271,Individual,Brazil,IT,6813.833739,135.7121409,High,2.275591251,0,0,75.11120463,1618580231
1272,Business,UK,Transport,43888.24855,112.586622,High,8.820558303,100,0,40.14077731,1660697257
1273,Individual,Germany,Manufacturing,33342.79446,34.24563881,Low,1.494749857,0,0,82.6654584,1658731380
1274,Individual,Brazil,Agriculture,22207.05336,156.7930727,Medium,3.077106697,75,0,68.35312647,1657282651
1275,Industry,Germany,Transport,46445.89329,155.0758003,Medium,3.762470525,50,0,35.63230188,1621091996
1276,Individual,China,Transport,45367.1637,119.0617471,Low,7.233078182,50,0,47.43796527,1622558453
1277,Business,USA,Manufacturing,1603.15921,167.2852406,High,9.88867718,25,0,79.67355852,1616329512
1278,Industry,Brazil,Manufacturing,44586.44799,41.96408983,High,2.360734999,25,1,73.01096425,1650191709
1279,Individual,Germany,Residential,11921.28628,102.9392461,Medium,2.583126752,0,0,4.99547363,1662275058
1280,Individual,India,Transport,45956.81252,168.9478475,High,4.93371384,25,0,24.05599032,1640468060
1281,Business,USA,Power,28297.48285,126.3700058,High,3.885886556,50,0,25.51795567,1623510379
